table_name,year_value,year_unit,year_start_month,month,variable,commodity_element,market_segment,geographic_extent,value,unit
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1982/83,Marketing year,November,NA,Area bearing,Oranges,All,Arizona,12.6,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1982/83,Marketing year,November,NA,Yield,Oranges,All,Arizona,11.26984,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1982/83,Marketing year,September,NA,Area bearing,Oranges,All,United States,750.8,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1982/83,Marketing year,September,NA,Yield,Oranges,All,United States,12.67848,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,October,NA,Area bearing,Oranges,All,Florida,474.2,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,October,NA,Yield,Oranges,All,Florida,11.0755,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,September,NA,Area bearing,Oranges,All,California,177.1,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,September,NA,Yield,Oranges,All,California,16.08794,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,October,NA,Area bearing,Oranges,All,Texas,24.3,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,October,NA,Yield,Oranges,All,Texas,4.40329,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,November,NA,Area bearing,Oranges,All,Arizona,12.6,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,November,NA,Yield,Oranges,All,Arizona,5.15873,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,September,NA,Area bearing,Oranges,All,United States,688.2,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1983/84,Marketing year,September,NA,Yield,Oranges,All,United States,10.52456,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,October,NA,Area bearing,Oranges,All,Florida,420.1,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,October,NA,Yield,Oranges,All,Florida,11.13068,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,September,NA,Area bearing,Oranges,All,California,175.3,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,September,NA,Yield,Oranges,All,California,10.27103,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,October,NA,Area bearing,Oranges,All,Texas,11.4,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,October,NA,Yield,Oranges,All,Texas,NA,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,November,NA,Area bearing,Oranges,All,Arizona,10.9,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,November,NA,Yield,Oranges,All,Arizona,7.06422,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,September,NA,Area bearing,Oranges,All,United States,617.7,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1984/85,Marketing year,September,NA,Yield,Oranges,All,United States,10.87745,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,October,NA,Area bearing,Oranges,All,Florida,367.6,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,October,NA,Yield,Oranges,All,Florida,14.59195,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,September,NA,Area bearing,Oranges,All,California,174.6,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,September,NA,Yield,Oranges,All,California,11.21506,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,October,NA,Area bearing,Oranges,All,Texas,8.3,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,October,NA,Yield,Oranges,All,Texas,1.68675,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,November,NA,Area bearing,Oranges,All,Arizona,11,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,November,NA,Yield,Oranges,All,Arizona,6.90909,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,September,NA,Area bearing,Oranges,All,United States,561.5,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1985/86,Marketing year,September,NA,Yield,Oranges,All,United States,13.31434,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,October,NA,Area bearing,Oranges,All,Florida,375.4,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,October,NA,Yield,Oranges,All,Florida,14.35003,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,September,NA,Area bearing,Oranges,All,California,172.9,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,September,NA,Yield,Oranges,All,California,11.58076,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,October,NA,Area bearing,Oranges,All,Texas,10.3,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,October,NA,Yield,Oranges,All,Texas,3.59223,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,November,NA,Area bearing,Oranges,All,Arizona,10.9,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,November,NA,Yield,Oranges,All,Arizona,9.26606,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,September,NA,Area bearing,Oranges,All,United States,569.5,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1986/87,Marketing year,September,NA,Yield,Oranges,All,United States,13.51536,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,October,NA,Area bearing,Oranges,All,Florida,380.2,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,October,NA,Yield,Oranges,All,Florida,16.33351,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,September,NA,Area bearing,Oranges,All,California,172.6,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,September,NA,Yield,Oranges,All,California,12.56217,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,October,NA,Area bearing,Oranges,All,Texas,11.1,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,October,NA,Yield,Oranges,All,Texas,5.4955,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,November,NA,Area bearing,Oranges,All,Arizona,10.6,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,November,NA,Yield,Oranges,All,Arizona,6.41509,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,September,NA,Area bearing,Oranges,All,United States,574.5,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1987/88,Marketing year,September,NA,Yield,Oranges,All,United States,14.88425,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1988/89,Marketing year,October,NA,Area bearing,Oranges,All,Florida,388.7,thousand acres
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1988/89,Marketing year,October,NA,Yield,Oranges,All,Florida,16.97196,tons per acre
"Table C-13--Oranges: Area bearing and yield per acre, by State, 1980/81 to date",1988/89,Marketing year,September,NA,Area bearing,Oranges,All,California,177.6,thousand acres
